,FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,Year,Production
1620,31001,31001,NE,Adams County,4,5,0,1,2000,0
35819,31001,31001,NE,Adams County,4,5,0,1,2011,0
10947,31001,31001,NE,Adams County,4,5,0,1,2003,0
4730,31003,31003,NE,Antelope County,9,10,0,0,2001,0
23384,31003,31003,NE,Antelope County,9,10,0,0,2007,0
29602,31003,31003,NE,Antelope County,9,10,0,0,2009,0
32711,31003,31003,NE,Antelope County,9,10,0,0,2010,0
26493,31003,31003,NE,Antelope County,9,10,0,0,2008,0
10948,31003,31003,NE,Antelope County,9,10,0,0,2003,0
14057,31003,31003,NE,Antelope County,9,10,0,0,2004,0
17166,31003,31003,NE,Antelope County,9,10,0,0,2005,0
7839,31003,31003,NE,Antelope County,9,10,0,0,2002,0
1621,31003,31003,NE,Antelope County,9,10,0,0,2000,0
20275,31003,31003,NE,Antelope County,9,10,0,0,2006,0
35820,31003,31003,NE,Antelope County,9,10,0,0,2011,0
7840,31005,31005,NE,Arthur County,9,10,0,0,2002,0
1622,31005,31005,NE,Arthur County,9,10,0,0,2000,0
20276,31005,31005,NE,Arthur County,9,10,0,0,2006,0
29603,31005,31005,NE,Arthur County,9,10,0,0,2009,0
23385,31005,31005,NE,Arthur County,9,10,0,0,2007,0
10949,31005,31005,NE,Arthur County,9,10,0,0,2003,0
35821,31005,31005,NE,Arthur County,9,10,0,0,2011,0
4731,31005,31005,NE,Arthur County,9,10,0,0,2001,0
14058,31005,31005,NE,Arthur County,9,10,0,0,2004,0
17167,31005,31005,NE,Arthur County,9,10,0,0,2005,0
26494,31005,31005,NE,Arthur County,9,10,0,0,2008,0
32712,31005,31005,NE,Arthur County,9,10,0,0,2010,0
14059,31007,31007,NE,Banner County,9,8,0,1,2004,16132
32713,31007,31007,NE,Banner County,9,8,0,1,2010,4397
23386,31007,31007,NE,Banner County,9,8,0,1,2007,7395
4732,31007,31007,NE,Banner County,9,8,0,1,2001,19064
17168,31007,31007,NE,Banner County,9,8,0,1,2005,10675
10950,31007,31007,NE,Banner County,9,8,0,1,2003,16448
29604,31007,31007,NE,Banner County,9,8,0,1,2009,5805
1623,31007,31007,NE,Banner County,9,8,0,1,2000,50958
7841,31007,31007,NE,Banner County,9,8,0,1,2002,16832
26495,31007,31007,NE,Banner County,9,8,0,1,2008,6427
35822,31007,31007,NE,Banner County,9,8,0,1,2011,4355
20277,31007,31007,NE,Banner County,9,8,0,1,2006,7833
1624,31009,31009,NE,Blaine County,9,10,0,0,2000,0
32714,31009,31009,NE,Blaine County,9,10,0,0,2010,0
23387,31009,31009,NE,Blaine County,9,10,0,0,2007,0
14060,31009,31009,NE,Blaine County,9,10,0,0,2004,0
20278,31009,31009,NE,Blaine County,9,10,0,0,2006,0
10951,31009,31009,NE,Blaine County,9,10,0,0,2003,0
35823,31009,31009,NE,Blaine County,9,10,0,0,2011,0
29605,31009,31009,NE,Blaine County,9,10,0,0,2009,0
17169,31009,31009,NE,Blaine County,9,10,0,0,2005,0
7842,31009,31009,NE,Blaine County,9,10,0,0,2002,0
4733,31009,31009,NE,Blaine County,9,10,0,0,2001,0
26496,31009,31009,NE,Blaine County,9,10,0,0,2008,0
32715,31011,31011,NE,Boone County,9,10,0,0,2010,0
20279,31011,31011,NE,Boone County,9,10,0,0,2006,0
1625,31011,31011,NE,Boone County,9,10,0,0,2000,0
17170,31011,31011,NE,Boone County,9,10,0,0,2005,0
35824,31011,31011,NE,Boone County,9,10,0,0,2011,0
7843,31011,31011,NE,Boone County,9,10,0,0,2002,0
4734,31011,31011,NE,Boone County,9,10,0,0,2001,0
26497,31011,31011,NE,Boone County,9,10,0,0,2008,0
10952,31011,31011,NE,Boone County,9,10,0,0,2003,0
23388,31011,31011,NE,Boone County,9,10,0,0,2007,0
29606,31011,31011,NE,Boone County,9,10,0,0,2009,0
14061,31011,31011,NE,Boone County,9,10,0,0,2004,0
10953,31013,31013,NE,Box Butte County,7,11,0,0,2003,0
35825,31013,31013,NE,Box Butte County,7,11,0,0,2011,0
14062,31013,31013,NE,Box Butte County,7,11,0,0,2004,0
7844,31013,31013,NE,Box Butte County,7,11,0,0,2002,0
4735,31013,31013,NE,Box Butte County,7,11,0,0,2001,0
29607,31013,31013,NE,Box Butte County,7,11,0,0,2009,0
20280,31013,31013,NE,Box Butte County,7,11,0,0,2006,0
32716,31013,31013,NE,Box Butte County,7,11,0,0,2010,0
23389,31013,31013,NE,Box Butte County,7,11,0,0,2007,0
26498,31013,31013,NE,Box Butte County,7,11,0,0,2008,0
17171,31013,31013,NE,Box Butte County,7,11,0,0,2005,0
1626,31013,31013,NE,Box Butte County,7,11,0,0,2000,0
7845,31015,31015,NE,Boyd County,9,12,0,0,2002,0
14063,31015,31015,NE,Boyd County,9,12,0,0,2004,0
23390,31015,31015,NE,Boyd County,9,12,0,0,2007,0
26499,31015,31015,NE,Boyd County,9,12,0,0,2008,0
35826,31015,31015,NE,Boyd County,9,12,0,0,2011,0
32717,31015,31015,NE,Boyd County,9,12,0,0,2010,0
17172,31015,31015,NE,Boyd County,9,12,0,0,2005,0
1627,31015,31015,NE,Boyd County,9,12,0,0,2000,0
20281,31015,31015,NE,Boyd County,9,12,0,0,2006,0
4736,31015,31015,NE,Boyd County,9,12,0,0,2001,0
10954,31015,31015,NE,Boyd County,9,12,0,0,2003,0
29608,31015,31015,NE,Boyd County,9,12,0,0,2009,0
26500,31017,31017,NE,Brown County,9,12,0,0,2008,0
32718,31017,31017,NE,Brown County,9,12,0,0,2010,0
7846,31017,31017,NE,Brown County,9,12,0,0,2002,0
10955,31017,31017,NE,Brown County,9,12,0,0,2003,0
17173,31017,31017,NE,Brown County,9,12,0,0,2005,0
1628,31017,31017,NE,Brown County,9,12,0,0,2000,0
29609,31017,31017,NE,Brown County,9,12,0,0,2009,0
35827,31017,31017,NE,Brown County,9,12,0,0,2011,0
14064,31017,31017,NE,Brown County,9,12,0,0,2004,0
4737,31017,31017,NE,Brown County,9,12,0,0,2001,0
23391,31017,31017,NE,Brown County,9,12,0,0,2007,0
20282,31017,31017,NE,Brown County,9,12,0,0,2006,0
10956,31019,31019,NE,Buffalo County,4,5,0,1,2003,0
29610,31019,31019,NE,Buffalo County,4,5,0,1,2009,0
26501,31019,31019,NE,Buffalo County,4,5,0,1,2008,0
20283,31019,31019,NE,Buffalo County,4,5,0,1,2006,0
17174,31019,31019,NE,Buffalo County,4,5,0,1,2005,0
7847,31019,31019,NE,Buffalo County,4,5,0,1,2002,0
1629,31019,31019,NE,Buffalo County,4,5,0,1,2000,0
14065,31019,31019,NE,Buffalo County,4,5,0,1,2004,0
35828,31019,31019,NE,Buffalo County,4,5,0,1,2011,0
23392,31019,31019,NE,Buffalo County,4,5,0,1,2007,0
4738,31019,31019,NE,Buffalo County,4,5,0,1,2001,0
32719,31019,31019,NE,Buffalo County,4,5,0,1,2010,0
32720,31021,31021,NE,Burt County,8,7,0,0,2010,0
20284,31021,31021,NE,Burt County,8,7,0,0,2006,0
26502,31021,31021,NE,Burt County,8,7,0,0,2008,0
29611,31021,31021,NE,Burt County,8,7,0,0,2009,0
4739,31021,31021,NE,Burt County,8,7,0,0,2001,0
23393,31021,31021,NE,Burt County,8,7,0,0,2007,0
1630,31021,31021,NE,Burt County,8,7,0,0,2000,0
35829,31021,31021,NE,Burt County,8,7,0,0,2011,0
7848,31021,31021,NE,Burt County,8,7,0,0,2002,0
17175,31021,31021,NE,Burt County,8,7,0,0,2005,0
10957,31021,31021,NE,Burt County,8,7,0,0,2003,0
14066,31021,31021,NE,Burt County,8,7,0,0,2004,0
29612,31023,31023,NE,Butler County,6,6,0,0,2009,0
4740,31023,31023,NE,Butler County,6,6,0,0,2001,0
26503,31023,31023,NE,Butler County,6,6,0,0,2008,0
23394,31023,31023,NE,Butler County,6,6,0,0,2007,0
35830,31023,31023,NE,Butler County,6,6,0,0,2011,0
1631,31023,31023,NE,Butler County,6,6,0,0,2000,0
7849,31023,31023,NE,Butler County,6,6,0,0,2002,0
17176,31023,31023,NE,Butler County,6,6,0,0,2005,0
10958,31023,31023,NE,Butler County,6,6,0,0,2003,0
20285,31023,31023,NE,Butler County,6,6,0,0,2006,0
32721,31023,31023,NE,Butler County,6,6,0,0,2010,0
14067,31023,31023,NE,Butler County,6,6,0,0,2004,0
10959,31025,31025,NE,Cass County,2,2,1,2,2003,0
26504,31025,31025,NE,Cass County,2,2,1,2,2008,0
32722,31025,31025,NE,Cass County,2,2,1,2,2010,0
20286,31025,31025,NE,Cass County,2,2,1,2,2006,0
14068,31025,31025,NE,Cass County,2,2,1,2,2004,0
1632,31025,31025,NE,Cass County,2,2,1,2,2000,0
4741,31025,31025,NE,Cass County,2,2,1,2,2001,0
7850,31025,31025,NE,Cass County,2,2,1,2,2002,0
17177,31025,31025,NE,Cass County,2,2,1,2,2005,0
35831,31025,31025,NE,Cass County,2,2,1,2,2011,0
29613,31025,31025,NE,Cass County,2,2,1,2,2009,0
23395,31025,31025,NE,Cass County,2,2,1,2,2007,0
32723,31027,31027,NE,Cedar County,9,10,0,0,2010,0
17178,31027,31027,NE,Cedar County,9,10,0,0,2005,0
7851,31027,31027,NE,Cedar County,9,10,0,0,2002,0
14069,31027,31027,NE,Cedar County,9,10,0,0,2004,0
10960,31027,31027,NE,Cedar County,9,10,0,0,2003,0
26505,31027,31027,NE,Cedar County,9,10,0,0,2008,0
35832,31027,31027,NE,Cedar County,9,10,0,0,2011,0
29614,31027,31027,NE,Cedar County,9,10,0,0,2009,0
23396,31027,31027,NE,Cedar County,9,10,0,0,2007,0
1633,31027,31027,NE,Cedar County,9,10,0,0,2000,0
4742,31027,31027,NE,Cedar County,9,10,0,0,2001,0
20287,31027,31027,NE,Cedar County,9,10,0,0,2006,0
35833,31029,31029,NE,Chase County,9,12,0,0,2011,603396
7852,31029,31029,NE,Chase County,9,12,0,0,2002,0
26506,31029,31029,NE,Chase County,9,12,0,0,2008,855519
20288,31029,31029,NE,Chase County,9,12,0,0,2006,0
32724,31029,31029,NE,Chase County,9,12,0,0,2010,812464
10961,31029,31029,NE,Chase County,9,12,0,0,2003,0
1634,31029,31029,NE,Chase County,9,12,0,0,2000,0
4743,31029,31029,NE,Chase County,9,12,0,0,2001,0
29615,31029,31029,NE,Chase County,9,12,0,0,2009,1142226
23397,31029,31029,NE,Chase County,9,12,0,0,2007,257894
17179,31029,31029,NE,Chase County,9,12,0,0,2005,0
14070,31029,31029,NE,Chase County,9,12,0,0,2004,0
4744,31031,31031,NE,Cherry County,7,11,0,0,2001,0
29616,31031,31031,NE,Cherry County,7,11,0,0,2009,0
20289,31031,31031,NE,Cherry County,7,11,0,0,2006,0
1635,31031,31031,NE,Cherry County,7,11,0,0,2000,0
35834,31031,31031,NE,Cherry County,7,11,0,0,2011,0
23398,31031,31031,NE,Cherry County,7,11,0,0,2007,0
26507,31031,31031,NE,Cherry County,7,11,0,0,2008,0
7853,31031,31031,NE,Cherry County,7,11,0,0,2002,0
32725,31031,31031,NE,Cherry County,7,11,0,0,2010,0
10962,31031,31031,NE,Cherry County,7,11,0,0,2003,0
17180,31031,31031,NE,Cherry County,7,11,0,0,2005,0
14071,31031,31031,NE,Cherry County,7,11,0,0,2004,0
26508,31033,31033,NE,Cheyenne County,7,11,0,0,2008,731838
29617,31033,31033,NE,Cheyenne County,7,11,0,0,2009,618828
4745,31033,31033,NE,Cheyenne County,7,11,0,0,2001,790591
20290,31033,31033,NE,Cheyenne County,7,11,0,0,2006,805559
35835,31033,31033,NE,Cheyenne County,7,11,0,0,2011,529255
17181,31033,31033,NE,Cheyenne County,7,11,0,0,2005,689384
32726,31033,31033,NE,Cheyenne County,7,11,0,0,2010,520755
1636,31033,31033,NE,Cheyenne County,7,11,0,0,2000,812290
23399,31033,31033,NE,Cheyenne County,7,11,0,0,2007,659191
10963,31033,31033,NE,Cheyenne County,7,11,0,0,2003,813386
14072,31033,31033,NE,Cheyenne County,7,11,0,0,2004,800001
7854,31033,31033,NE,Cheyenne County,7,11,0,0,2002,785205
7855,31035,31035,NE,Clay County,8,7,0,0,2002,0
29618,31035,31035,NE,Clay County,8,7,0,0,2009,0
4746,31035,31035,NE,Clay County,8,7,0,0,2001,0
35836,31035,31035,NE,Clay County,8,7,0,0,2011,0
32727,31035,31035,NE,Clay County,8,7,0,0,2010,0
20291,31035,31035,NE,Clay County,8,7,0,0,2006,0
10964,31035,31035,NE,Clay County,8,7,0,0,2003,0
26509,31035,31035,NE,Clay County,8,7,0,0,2008,0
17182,31035,31035,NE,Clay County,8,7,0,0,2005,0
14073,31035,31035,NE,Clay County,8,7,0,0,2004,0
23400,31035,31035,NE,Clay County,8,7,0,0,2007,0
1637,31035,31035,NE,Clay County,8,7,0,0,2000,0
7856,31037,31037,NE,Colfax County,7,9,0,0,2002,0
32728,31037,31037,NE,Colfax County,7,9,0,0,2010,0
20292,31037,31037,NE,Colfax County,7,9,0,0,2006,0
10965,31037,31037,NE,Colfax County,7,9,0,0,2003,0
35837,31037,31037,NE,Colfax County,7,9,0,0,2011,0
1638,31037,31037,NE,Colfax County,7,9,0,0,2000,0
23401,31037,31037,NE,Colfax County,7,9,0,0,2007,0
26510,31037,31037,NE,Colfax County,7,9,0,0,2008,0
14074,31037,31037,NE,Colfax County,7,9,0,0,2004,0
17183,31037,31037,NE,Colfax County,7,9,0,0,2005,0
29619,31037,31037,NE,Colfax County,7,9,0,0,2009,0
4747,31037,31037,NE,Colfax County,7,9,0,0,2001,0
35838,31039,31039,NE,Cuming County,7,9,0,0,2011,0
10966,31039,31039,NE,Cuming County,7,9,0,0,2003,0
26511,31039,31039,NE,Cuming County,7,9,0,0,2008,0
23402,31039,31039,NE,Cuming County,7,9,0,0,2007,0
7857,31039,31039,NE,Cuming County,7,9,0,0,2002,0
4748,31039,31039,NE,Cuming County,7,9,0,0,2001,0
14075,31039,31039,NE,Cuming County,7,9,0,0,2004,0
1639,31039,31039,NE,Cuming County,7,9,0,0,2000,0
29620,31039,31039,NE,Cuming County,7,9,0,0,2009,0
32729,31039,31039,NE,Cuming County,7,9,0,0,2010,0
20293,31039,31039,NE,Cuming County,7,9,0,0,2006,0
17184,31039,31039,NE,Cuming County,7,9,0,0,2005,0
35839,31041,31041,NE,Custer County,7,9,0,0,2011,0
23403,31041,31041,NE,Custer County,7,9,0,0,2007,0
17185,31041,31041,NE,Custer County,7,9,0,0,2005,0
10967,31041,31041,NE,Custer County,7,9,0,0,2003,0
1640,31041,31041,NE,Custer County,7,9,0,0,2000,0
4749,31041,31041,NE,Custer County,7,9,0,0,2001,0
29621,31041,31041,NE,Custer County,7,9,0,0,2009,0
32730,31041,31041,NE,Custer County,7,9,0,0,2010,0
7858,31041,31041,NE,Custer County,7,9,0,0,2002,0
26512,31041,31041,NE,Custer County,7,9,0,0,2008,0
14076,31041,31041,NE,Custer County,7,9,0,0,2004,0
20294,31041,31041,NE,Custer County,7,9,0,0,2006,0
4750,31043,31043,NE,Dakota County,3,2,1,2,2001,0
14077,31043,31043,NE,Dakota County,3,2,1,2,2004,0
17186,31043,31043,NE,Dakota County,3,2,1,2,2005,0
35840,31043,31043,NE,Dakota County,3,2,1,2,2011,0
1641,31043,31043,NE,Dakota County,3,2,1,2,2000,0
23404,31043,31043,NE,Dakota County,3,2,1,2,2007,0
10968,31043,31043,NE,Dakota County,3,2,1,2,2003,0
26513,31043,31043,NE,Dakota County,3,2,1,2,2008,0
20295,31043,31043,NE,Dakota County,3,2,1,2,2006,0
32731,31043,31043,NE,Dakota County,3,2,1,2,2010,0
29622,31043,31043,NE,Dakota County,3,2,1,2,2009,0
7859,31043,31043,NE,Dakota County,3,2,1,2,2002,0
1642,31045,31045,NE,Dawes County,7,11,0,0,2000,0
35841,31045,31045,NE,Dawes County,7,11,0,0,2011,0
14078,31045,31045,NE,Dawes County,7,11,0,0,2004,0
7860,31045,31045,NE,Dawes County,7,11,0,0,2002,0
10969,31045,31045,NE,Dawes County,7,11,0,0,2003,0
20296,31045,31045,NE,Dawes County,7,11,0,0,2006,0
23405,31045,31045,NE,Dawes County,7,11,0,0,2007,0
26514,31045,31045,NE,Dawes County,7,11,0,0,2008,0
4751,31045,31045,NE,Dawes County,7,11,0,0,2001,0
17187,31045,31045,NE,Dawes County,7,11,0,0,2005,0
32732,31045,31045,NE,Dawes County,7,11,0,0,2010,0
29623,31045,31045,NE,Dawes County,7,11,0,0,2009,0
26515,31047,31047,NE,Dawson County,7,8,0,1,2008,0
20297,31047,31047,NE,Dawson County,7,8,0,1,2006,0
35842,31047,31047,NE,Dawson County,7,8,0,1,2011,0
17188,31047,31047,NE,Dawson County,7,8,0,1,2005,0
4752,31047,31047,NE,Dawson County,7,8,0,1,2001,0
32733,31047,31047,NE,Dawson County,7,8,0,1,2010,0
14079,31047,31047,NE,Dawson County,7,8,0,1,2004,0
1643,31047,31047,NE,Dawson County,7,8,0,1,2000,0
29624,31047,31047,NE,Dawson County,7,8,0,1,2009,0
10970,31047,31047,NE,Dawson County,7,8,0,1,2003,0
23406,31047,31047,NE,Dawson County,7,8,0,1,2007,0
7861,31047,31047,NE,Dawson County,7,8,0,1,2002,0
29625,31049,31049,NE,Deuel County,9,12,0,0,2009,628746
17189,31049,31049,NE,Deuel County,9,12,0,0,2005,320028
10971,31049,31049,NE,Deuel County,9,12,0,0,2003,437076
23407,31049,31049,NE,Deuel County,9,12,0,0,2007,383265
20298,31049,31049,NE,Deuel County,9,12,0,0,2006,260509
26516,31049,31049,NE,Deuel County,9,12,0,0,2008,830118
14080,31049,31049,NE,Deuel County,9,12,0,0,2004,471127
35843,31049,31049,NE,Deuel County,9,12,0,0,2011,532519
7862,31049,31049,NE,Deuel County,9,12,0,0,2002,183276
1644,31049,31049,NE,Deuel County,9,12,0,0,2000,188502
4753,31049,31049,NE,Deuel County,9,12,0,0,2001,194837
32734,31049,31049,NE,Deuel County,9,12,0,0,2010,553904
26517,31051,31051,NE,Dixon County,3,2,1,2,2008,0
7863,31051,31051,NE,Dixon County,3,2,1,2,2002,0
10972,31051,31051,NE,Dixon County,3,2,1,2,2003,0
17190,31051,31051,NE,Dixon County,3,2,1,2,2005,0
4754,31051,31051,NE,Dixon County,3,2,1,2,2001,0
14081,31051,31051,NE,Dixon County,3,2,1,2,2004,0
35844,31051,31051,NE,Dixon County,3,2,1,2,2011,0
1645,31051,31051,NE,Dixon County,3,2,1,2,2000,0
32735,31051,31051,NE,Dixon County,3,2,1,2,2010,0
23408,31051,31051,NE,Dixon County,3,2,1,2,2007,0
20299,31051,31051,NE,Dixon County,3,2,1,2,2006,0
29626,31051,31051,NE,Dixon County,3,2,1,2,2009,0
26518,31053,31053,NE,Dodge County,4,5,0,1,2008,0
7864,31053,31053,NE,Dodge County,4,5,0,1,2002,0
35845,31053,31053,NE,Dodge County,4,5,0,1,2011,0
14082,31053,31053,NE,Dodge County,4,5,0,1,2004,0
23409,31053,31053,NE,Dodge County,4,5,0,1,2007,0
17191,31053,31053,NE,Dodge County,4,5,0,1,2005,0
29627,31053,31053,NE,Dodge County,4,5,0,1,2009,0
32736,31053,31053,NE,Dodge County,4,5,0,1,2010,0
4755,31053,31053,NE,Dodge County,4,5,0,1,2001,0
20300,31053,31053,NE,Dodge County,4,5,0,1,2006,0
10973,31053,31053,NE,Dodge County,4,5,0,1,2003,0
1646,31053,31053,NE,Dodge County,4,5,0,1,2000,0
17192,31055,31055,NE,Douglas County,2,2,1,2,2005,0
20301,31055,31055,NE,Douglas County,2,2,1,2,2006,0
26519,31055,31055,NE,Douglas County,2,2,1,2,2008,0
23410,31055,31055,NE,Douglas County,2,2,1,2,2007,0
7865,31055,31055,NE,Douglas County,2,2,1,2,2002,0
32737,31055,31055,NE,Douglas County,2,2,1,2,2010,0
10974,31055,31055,NE,Douglas County,2,2,1,2,2003,0
29628,31055,31055,NE,Douglas County,2,2,1,2,2009,0
1647,31055,31055,NE,Douglas County,2,2,1,2,2000,0
4756,31055,31055,NE,Douglas County,2,2,1,2,2001,0
35846,31055,31055,NE,Douglas County,2,2,1,2,2011,0
14083,31055,31055,NE,Douglas County,2,2,1,2,2004,0
20302,31057,31057,NE,Dundy County,9,12,0,0,2006,8202
7866,31057,31057,NE,Dundy County,9,12,0,0,2002,488
35847,31057,31057,NE,Dundy County,9,12,0,0,2011,175919
14084,31057,31057,NE,Dundy County,9,12,0,0,2004,18138
29629,31057,31057,NE,Dundy County,9,12,0,0,2009,271835
23411,31057,31057,NE,Dundy County,9,12,0,0,2007,13834
1648,31057,31057,NE,Dundy County,9,12,0,0,2000,461
4757,31057,31057,NE,Dundy County,9,12,0,0,2001,427
26520,31057,31057,NE,Dundy County,9,12,0,0,2008,269830
17193,31057,31057,NE,Dundy County,9,12,0,0,2005,10152
10975,31057,31057,NE,Dundy County,9,12,0,0,2003,9833
32738,31057,31057,NE,Dundy County,9,12,0,0,2010,199067
35848,31059,31059,NE,Fillmore County,8,7,0,0,2011,0
4758,31059,31059,NE,Fillmore County,8,7,0,0,2001,0
7867,31059,31059,NE,Fillmore County,8,7,0,0,2002,0
23412,31059,31059,NE,Fillmore County,8,7,0,0,2007,0
14085,31059,31059,NE,Fillmore County,8,7,0,0,2004,0
26521,31059,31059,NE,Fillmore County,8,7,0,0,2008,0
32739,31059,31059,NE,Fillmore County,8,7,0,0,2010,0
1649,31059,31059,NE,Fillmore County,8,7,0,0,2000,0
10976,31059,31059,NE,Fillmore County,8,7,0,0,2003,0
29630,31059,31059,NE,Fillmore County,8,7,0,0,2009,0
20303,31059,31059,NE,Fillmore County,8,7,0,0,2006,0
17194,31059,31059,NE,Fillmore County,8,7,0,0,2005,0
7868,31061,31061,NE,Franklin County,9,10,0,0,2002,0
35849,31061,31061,NE,Franklin County,9,10,0,0,2011,0
14086,31061,31061,NE,Franklin County,9,10,0,0,2004,0
20304,31061,31061,NE,Franklin County,9,10,0,0,2006,0
1650,31061,31061,NE,Franklin County,9,10,0,0,2000,0
23413,31061,31061,NE,Franklin County,9,10,0,0,2007,0
26522,31061,31061,NE,Franklin County,9,10,0,0,2008,0
32740,31061,31061,NE,Franklin County,9,10,0,0,2010,0
4759,31061,31061,NE,Franklin County,9,10,0,0,2001,0
10977,31061,31061,NE,Franklin County,9,10,0,0,2003,0
17195,31061,31061,NE,Franklin County,9,10,0,0,2005,0
29631,31061,31061,NE,Franklin County,9,10,0,0,2009,0
23414,31063,31063,NE,Frontier County,9,10,0,0,2007,0
17196,31063,31063,NE,Frontier County,9,10,0,0,2005,0
32741,31063,31063,NE,Frontier County,9,10,0,0,2010,0
35850,31063,31063,NE,Frontier County,9,10,0,0,2011,0
7869,31063,31063,NE,Frontier County,9,10,0,0,2002,0
20305,31063,31063,NE,Frontier County,9,10,0,0,2006,0
26523,31063,31063,NE,Frontier County,9,10,0,0,2008,0
29632,31063,31063,NE,Frontier County,9,10,0,0,2009,0
10978,31063,31063,NE,Frontier County,9,10,0,0,2003,0
4760,31063,31063,NE,Frontier County,9,10,0,0,2001,0
14087,31063,31063,NE,Frontier County,9,10,0,0,2004,0
1651,31063,31063,NE,Frontier County,9,10,0,0,2000,0
17197,31065,31065,NE,Furnas County,9,12,0,0,2005,0
32742,31065,31065,NE,Furnas County,9,12,0,0,2010,0
29633,31065,31065,NE,Furnas County,9,12,0,0,2009,0
26524,31065,31065,NE,Furnas County,9,12,0,0,2008,0
20306,31065,31065,NE,Furnas County,9,12,0,0,2006,0
10979,31065,31065,NE,Furnas County,9,12,0,0,2003,0
35851,31065,31065,NE,Furnas County,9,12,0,0,2011,0
14088,31065,31065,NE,Furnas County,9,12,0,0,2004,0
7870,31065,31065,NE,Furnas County,9,12,0,0,2002,0
4761,31065,31065,NE,Furnas County,9,12,0,0,2001,0
23415,31065,31065,NE,Furnas County,9,12,0,0,2007,0
1652,31065,31065,NE,Furnas County,9,12,0,0,2000,0
20307,31067,31067,NE,Gage County,6,5,0,1,2006,0
26525,31067,31067,NE,Gage County,6,5,0,1,2008,0
10980,31067,31067,NE,Gage County,6,5,0,1,2003,0
7871,31067,31067,NE,Gage County,6,5,0,1,2002,0
4762,31067,31067,NE,Gage County,6,5,0,1,2001,0
17198,31067,31067,NE,Gage County,6,5,0,1,2005,0
23416,31067,31067,NE,Gage County,6,5,0,1,2007,0
14089,31067,31067,NE,Gage County,6,5,0,1,2004,0
35852,31067,31067,NE,Gage County,6,5,0,1,2011,0
1653,31067,31067,NE,Gage County,6,5,0,1,2000,0
29634,31067,31067,NE,Gage County,6,5,0,1,2009,0
32743,31067,31067,NE,Gage County,6,5,0,1,2010,0
10981,31069,31069,NE,Garden County,9,12,0,0,2003,27603
1654,31069,31069,NE,Garden County,9,12,0,0,2000,120
35853,31069,31069,NE,Garden County,9,12,0,0,2011,36864
4763,31069,31069,NE,Garden County,9,12,0,0,2001,18384
23417,31069,31069,NE,Garden County,9,12,0,0,2007,19824
26526,31069,31069,NE,Garden County,9,12,0,0,2008,157129
20308,31069,31069,NE,Garden County,9,12,0,0,2006,13882
32744,31069,31069,NE,Garden County,9,12,0,0,2010,43698
14090,31069,31069,NE,Garden County,9,12,0,0,2004,35305
17199,31069,31069,NE,Garden County,9,12,0,0,2005,24013
29635,31069,31069,NE,Garden County,9,12,0,0,2009,96389
7872,31069,31069,NE,Garden County,9,12,0,0,2002,41645
23418,31071,31071,NE,Garfield County,9,12,0,0,2007,0
10982,31071,31071,NE,Garfield County,9,12,0,0,2003,0
26527,31071,31071,NE,Garfield County,9,12,0,0,2008,0
20309,31071,31071,NE,Garfield County,9,12,0,0,2006,0
4764,31071,31071,NE,Garfield County,9,12,0,0,2001,0
32745,31071,31071,NE,Garfield County,9,12,0,0,2010,0
35854,31071,31071,NE,Garfield County,9,12,0,0,2011,0
17200,31071,31071,NE,Garfield County,9,12,0,0,2005,0
1655,31071,31071,NE,Garfield County,9,12,0,0,2000,0
14091,31071,31071,NE,Garfield County,9,12,0,0,2004,0
7873,31071,31071,NE,Garfield County,9,12,0,0,2002,0
29636,31071,31071,NE,Garfield County,9,12,0,0,2009,0
10983,31073,31073,NE,Gosper County,9,8,0,1,2003,0
14092,31073,31073,NE,Gosper County,9,8,0,1,2004,0
29637,31073,31073,NE,Gosper County,9,8,0,1,2009,0
32746,31073,31073,NE,Gosper County,9,8,0,1,2010,0
17201,31073,31073,NE,Gosper County,9,8,0,1,2005,0
35855,31073,31073,NE,Gosper County,9,8,0,1,2011,0
23419,31073,31073,NE,Gosper County,9,8,0,1,2007,0
7874,31073,31073,NE,Gosper County,9,8,0,1,2002,0
20310,31073,31073,NE,Gosper County,9,8,0,1,2006,0
26528,31073,31073,NE,Gosper County,9,8,0,1,2008,0
1656,31073,31073,NE,Gosper County,9,8,0,1,2000,0
4765,31073,31073,NE,Gosper County,9,8,0,1,2001,0
7875,31075,31075,NE,Grant County,9,12,0,0,2002,0
35856,31075,31075,NE,Grant County,9,12,0,0,2011,0
29638,31075,31075,NE,Grant County,9,12,0,0,2009,0
32747,31075,31075,NE,Grant County,9,12,0,0,2010,0
17202,31075,31075,NE,Grant County,9,12,0,0,2005,0
14093,31075,31075,NE,Grant County,9,12,0,0,2004,0
23420,31075,31075,NE,Grant County,9,12,0,0,2007,0
10984,31075,31075,NE,Grant County,9,12,0,0,2003,0
4766,31075,31075,NE,Grant County,9,12,0,0,2001,0
20311,31075,31075,NE,Grant County,9,12,0,0,2006,0
26529,31075,31075,NE,Grant County,9,12,0,0,2008,0
1657,31075,31075,NE,Grant County,9,12,0,0,2000,0
26530,31077,31077,NE,Greeley County,8,7,0,0,2008,0
4767,31077,31077,NE,Greeley County,8,7,0,0,2001,0
